Kód,Územná jednotka,Spolu,muži (abs.),muži (%),ženy (abs.),ženy (%)
SK0417525278,Štefanovce (Okres Prešov),199,105,52.76,94,47.24
SK0417525286,Teriakovce,850,425,50,425,50
SK0417525294,Terňa,1315,650,49.43,665,50.57
SK0417525324,Trnkov,251,122,48.61,129,51.39
SK0417525332,Tuhrina,509,262,51.47,247,48.53
SK0417525341,Tulčík,1331,652,48.99,679,51.01
SK0417525383,Varhaňovce,1504,775,51.53,729,48.47
SK0417525391,Veľký Slivník,322,154,47.83,168,52.17
SK0417525405,Veľký Šariš,6471,3167,48.94,3304,51.06
SK0417525413,Víťaz,2017,1005,49.83,1012,50.17
SK0417525430,Vyšná Šebastová,1335,669,50.11,666,49.89
SK0417525448,Záborské,1080,543,50.28,537,49.72
SK0417525456,Záhradné,1101,568,51.59,533,48.41
SK0417525472,Zlatá Baňa,456,232,50.88,224,49.12
SK0417525499,Žehňa,1277,646,50.59,631,49.41
SK0417525502,Žipov,294,162,55.1,132,44.9
SK0417525511,Župčany,1793,918,51.2,875,48.8
SK0417556823,Medzany,978,479,48.98,499,51.02
SK0417559971,Lipníky,532,271,50.94,261,49.06
SK0417559989,Suchá Dolina,204,104,50.98,100,49.02
SK0418524182,Bajerovce,281,143,50.89,138,49.11
SK0418524204,Bodovce,352,173,49.15,179,50.85
SK0418524239,Brezovica (Okres Sabinov),1690,864,51.12,826,48.88
SK0418524247,Brezovička,398,199,50,199,50
SK0418524280,Červená Voda,505,257,50.89,248,49.11
SK0418524298,Červenica pri Sabinove,932,452,48.5,480,51.5
SK0418524310,Ďačov,727,373,51.31,354,48.69
SK0418524328,Daletice,96,50,52.08,46,47.92
SK0418524344,Drienica,759,391,51.52,368,48.48
SK0418524379,Dubovica,1447,736,50.86,711,49.14
SK0418524441,Hanigovce,126,62,49.21,64,50.79
SK0418524492,Hubošovce,514,258,50.19,256,49.81
SK0418524557,Jakovany,350,192,54.86,158,45.14
SK0418524565,Jakubova Voľa,388,209,53.87,179,46.13
SK0418524573,Jakubovany (Okres Sabinov),947,482,50.9,465,49.1
SK0418524603,Jarovnice,7241,3630,50.13,3611,49.87
SK0418524611,Kamenica,1802,941,52.22,861,47.78
SK0418524671,Krásna Lúka,655,339,51.76,316,48.24
SK0418524689,Krivany,1205,630,52.28,575,47.72
SK0418524778,Lipany,6480,3251,50.17,3229,49.83
SK0418524816,Lúčka (Okres Sabinov),675,358,53.04,317,46.96
SK0418524824,Ľutina,487,243,49.9,244,50.1
SK0418524875,Milpoš,653,331,50.69,322,49.31
SK0418524921,Nižný Slavkov,868,423,48.73,445,51.27
SK0418524948,Olejníkov,569,286,50.26,283,49.74
SK0418524956,Oľšov,383,209,54.57,174,45.43
SK0418524981,Ostrovany,2320,1176,50.69,1144,49.31
SK0418525006,Pečovská Nová Ves,2788,1362,48.85,1426,51.15
SK0418525049,Poloma,933,467,50.05,466,49.95
SK0418525081,Ratvaj,147,76,51.7,71,48.3
SK0418525090,Ražňany,1625,811,49.91,814,50.09
SK0418525103,Renčišov,179,87,48.6,92,51.4
SK0418525120,Rožkovany,1306,687,52.6,619,47.4
SK0418525146,Sabinov,12349,6086,49.28,6263,50.72
SK0418525219,Šarišské Dravce,1217,624,51.27,593,48.73
SK0418525235,Šarišské Michaľany,2759,1347,48.82,1412,51.18
SK0418525243,Šarišské Sokolovce,587,298,50.77,289,49.23
SK0418525308,Tichý Potok,327,167,51.07,160,48.93
SK0418525316,Torysa,1559,783,50.22,776,49.78
SK0418525359,Uzovce,532,278,52.26,254,47.74
SK0418525367,Uzovské Pekľany,472,229,48.52,243,51.48
SK0418525375,Uzovský Šalgov,638,314,49.22,324,50.78
SK0418525421,Vysoká (Okres Sabinov),121,60,49.59,61,50.41
SK0419520039,Belá nad Cirochou,3369,1667,49.48,1702,50.52
SK0419520080,Brezovec,39,19,48.72,20,51.28
SK0419520136,Čukalovce,162,85,52.47,77,47.53
SK0419520161,Dlhé nad Cirochou,1893,962,50.82,931,49.18
SK0419520179,Dúbrava (Okres Snina),212,88,41.51,124,58.49
SK0419520209,Hostovice,252,137,54.37,115,45.63
SK0419520217,Hrabová Roztoka,57,28,49.12,29,50.88
SK0419520284,Jalová,64,36,56.25,28,43.75
SK0419520322,Kalná Roztoka,539,270,50.09,269,49.91
SK0419520365,Klenová,508,251,49.41,257,50.59
SK0419520381,Kolbasov,68,32,47.06,36,52.94
SK0419520390,Kolonica,538,272,50.56,266,49.44
SK0419520438,Ladomirov,267,141,52.81,126,47.19
SK0419520489,Michajlov,82,44,53.66,38,46.34
SK0419520551,Nová Sedlica,251,140,55.78,111,44.22
SK0419520594,Osadné,150,82,54.67,68,45.33
SK0419520632,Parihuzovce,20,11,55,9,45
SK0419520641,Pčoliné,551,281,51,270,49
SK0419520659,Pichne,559,266,47.58,293,52.42
SK0419520675,Príslop,47,26,55.32,21,44.68
SK0419520730,Runina,77,40,51.95,37,48.05
SK0419520748,Ruská Volová,85,44,51.76,41,48.24
SK0419520764,Ruský Potok,129,63,48.84,66,51.16
SK0419520802,Snina,18712,9115,48.71,9597,51.29
SK0419520811,Stakčínska Roztoka,302,162,53.64,140,46.36
SK0419520829,Stakčín,2393,1176,49.14,1217,50.86
SK0419520845,Strihovce,142,70,49.3,72,50.7
SK0419520870,Šmigovec,81,43,53.09,38,46.91
SK0419520888,Topoľa,159,74,46.54,85,53.46
SK0419520918,Ubľa,792,359,45.33,433,54.67
SK0419520934,Ulič,825,415,50.3,410,49.7
SK0419520942,Uličské Krivé,245,128,52.24,117,47.76
SK0419521051,Zboj,285,138,48.42,147,51.58
SK0419521108,Zemplínske Hámre,1270,645,50.79,625,49.21
SK042A526355,Spišská Nová Ves,35431,17139,48.37,18292,51.63
SK042A526363,Arnutovce,812,425,52.34,387,47.66
SK042A526398,Betlanovce,744,388,52.15,356,47.85
SK042A526436,Bystrany,3824,1922,50.26,1902,49.74
SK042A526444,Danišovce,575,300,52.17,275,47.83
SK042A526533,Harichovce,1842,900,48.86,942,51.14
SK042A526568,Hincovce,253,130,51.38,123,48.62
SK042A526576,Hnilčík,542,282,52.03,260,47.97
SK042A526584,Hnilec,414,200,48.31,214,51.69
SK042A526592,Hrabušice,2583,1269,49.13,1314,50.87
SK042A526657,Žehra,2602,1338,51.42,1264,48.58
SK042A543152,Chrasť nad Hornádom,904,473,52.32,431,47.68
SK042A543161,Iliašovce,1006,513,50.99,493,49.01
SK042A543195,Jamník (Okres Spišská Nová Ves),1179,599,50.81,580,49.19
SK042A543209,Kaľava,395,197,49.87,198,50.13
SK042A543250,Kolinovce,590,285,48.31,305,51.69
SK042A543268,Krompachy,8739,4234,48.45,4505,51.55
SK042A543284,Letanovce,2265,1158,51.13,1107,48.87
SK042A543306,Lieskovany,365,194,53.15,171,46.85
SK042A543331,Markušovce,4624,2341,50.63,2283,49.37
SK042A543349,Matejovce nad Hornádom,543,262,48.25,281,51.75
SK042A543357,Mlynky,512,244,47.66,268,52.34
SK042A543403,Odorín,1005,497,49.45,508,50.55
SK042A543411,Olcnava,1040,525,50.48,515,49.52
SK042A543438,Oľšavka (Okres Spišská Nová Ves),186,97,52.15,89,47.85
SK042A543489,Poráč,1006,514,51.09,492,48.91
SK042A543519,Rudňany,4789,2389,49.89,2400,50.11
SK042A543527,Slatvina,308,153,49.68,155,50.32
SK042A543535,Slovinky,1794,892,49.72,902,50.28
SK042A543586,Spišské Tomášovce,2110,1070,50.71,1040,49.29
SK042A543594,Spišské Vlachy,3387,1675,49.45,1712,50.55
SK042A543616,Spišský Hrušov,1286,610,47.43,676,52.57
SK042A543667,Teplička,1157,571,49.35,586,50.65
SK042A543713,Vítkovce,634,325,51.26,309,48.74
SK042A543721,Vojkovce,422,205,48.58,217,51.42
SK042A560154,Smižany,8838,4414,49.94,4424,50.06
SK042B513792,Malá Tŕňa,357,192,53.78,165,46.22
SK042B513806,Veľká Tŕňa,457,225,49.23,232,50.77
SK042B513831,Klin nad Bodrogom,195,99,50.77,96,49.23
SK042B513849,Stanča,399,192,48.12,207,51.88
SK042B528099,Trebišov,23213,11253,48.48,11960,51.52
SK042B528102,Bačka,627,292,46.57,335,53.43
SK042B528111,Bačkov,711,364,51.2,347,48.8
SK042B528129,Bara,280,139,49.64,141,50.36
SK042B528145,Biel,1352,663,49.04,689,50.96
SK042B528153,Svätá Mária,532,275,51.69,257,48.31
SK042B528161,Boľ,734,360,49.05,374,50.95
SK042B528170,Borša,1146,556,48.52,590,51.48
SK042B528188,Boťany,1193,608,50.96,585,49.04
SK042B528200,Brehov,583,299,51.29,284,48.71
SK042B528218,Brezina,653,330,50.54,323,49.46
SK042B528226,Byšta,148,68,45.95,80,54.05
SK042B528234,Cejkov,1171,587,50.13,584,49.87
SK042B528242,Čeľovce,550,282,51.27,268,48.73
SK042B528251,Čerhov,749,396,52.87,353,47.13
SK042B528269,Černochov,188,82,43.62,106,56.38
SK042B528285,Čierna,444,214,48.2,230,51.8
SK042B528293,Čierna nad Tisou,3586,1731,48.27,1855,51.73
SK042B528315,Dargov,607,295,48.6,312,51.4
SK042B528323,Dobrá,488,250,51.23,238,48.77
SK042B528340,Dvorianky,650,320,49.23,330,50.77
SK042B528358,Egreš,461,232,50.33,229,49.67
SK042B528366,Hraň,1586,743,46.85,843,53.15
SK042B528374,Hrčeľ,1052,523,49.71,529,50.29
SK042B528382,Hriadky,417,213,51.08,204,48.92
SK042B528412,Kašov,296,147,49.66,149,50.34
SK042B528421,Kazimír,839,434,51.73,405,48.27
SK042B528439,Kožuchov,184,101,54.89,83,45.11
SK042B528447,Kráľovský Chlmec,7489,3633,48.51,3856,51.49
SK042B528455,Kravany (Okres Trebišov),366,181,49.45,185,50.55
SK042B528471,Kuzmice (Okres Trebišov),1704,864,50.7,840,49.3
SK042B528480,Kysta,388,200,51.55,188,48.45
SK042B528498,Ladmovce,307,153,49.84,154,50.16
SK042B528501,Lastovce,1250,640,51.2,610,48.8
SK042B528510,Leles,1889,925,48.97,964,51.03
SK042B528528,Luhyňa,309,148,47.9,161,52.1
SK042B528536,Malé Ozorovce,525,268,51.05,257,48.95
SK042B528544,Malé Trakany,1124,558,49.64,566,50.36
SK042B528552,Malý Horeš,1091,533,48.85,558,51.15
SK042B528561,Malý Kamenec,438,212,48.4,226,51.6
SK042B528587,Michaľany,1744,871,49.94,873,50.06
SK042B528609,Nižný Žipov,1445,712,49.27,733,50.73
SK042B528617,Novosad,1017,496,48.77,521,51.23
SK042B528625,Nový Ruskov,679,328,48.31,351,51.69
SK042B528641,Plechotice,749,362,48.33,387,51.67
SK042B528650,Svätuše,779,370,47.5,409,52.5
SK042B528668,Poľany,506,242,47.83,264,52.17
SK042B528676,Parchovany,1966,973,49.49,993,50.51
SK042B528684,Pribeník,952,468,49.16,484,50.84
SK042B528706,Rad,498,252,50.6,246,49.4
SK042B528722,Sečovce,8526,4140,48.56,4386,51.44
SK042B543730,Sirník,567,281,49.56,286,50.44
SK042B543748,Slivník,751,381,50.73,370,49.27
SK042B543756,Slovenské Nové Mesto,1100,519,47.18,581,52.82
SK042B543764,Soľnička,225,105,46.67,120,53.33
SK042B543772,Somotor,1389,672,48.38,717,51.62
SK042B543781,Stankovce,150,64,42.67,86,57.33
SK042B543799,Strážne,585,296,50.6,289,49.4
SK042B543802,Streda nad Bodrogom,2277,1086,47.69,1191,52.31
SK042B543811,Svinice,216,113,52.31,103,47.69
SK042B543829,Trnávka (Okres Trebišov),172,84,48.84,88,51.16
SK042B543845,Veľaty,823,404,49.09,419,50.91
SK042B543861,Veľké Ozorovce,752,367,48.8,385,51.2
SK042B543896,Veľké Trakany,1495,745,49.83,750,50.17
SK042B543900,Veľký Horeš,1022,498,48.73,524,51.27
SK042B543918,Veľký Kamenec,738,350,47.43,388,52.57
SK042B543926,Viničky,476,225,47.27,251,52.73
SK042B543934,Višňov,250,120,48,130,52
SK042B543951,Vojčice,2139,1066,49.84,1073,50.16
SK042B543969,Vojka,518,263,50.77,255,49.23
SK042B543977,Zatín,751,378,50.33,373,49.67
SK042B543985,Zbehňov,358,184,51.4,174,48.6
SK042B543993,Zemplín,353,181,51.27,172,48.73
SK042B544001,Zemplínska Nová Ves,920,445,48.37,475,51.63
SK042B544019,Zemplínska Teplica,1796,878,48.89,918,51.11
SK042B544027,Zemplínske Hradište,1128,515,45.66,613,54.34
SK042B544035,Zemplínske Jastrabie,643,313,48.68,330,51.32
SK042B5A3132:A315144043,Zemplínsky Branč,504,237,47.02,267,52.98
SK0421526509,Gelnica,5951,2937,49.35,3014,50.65
SK0421526541,Helcmanovce,1414,695,49.15,719,50.85
SK0421526550,Henclová,100,46,46,54,54
SK0421526631,Závadka (Okres Gelnica),598,292,48.83,306,51.17
SK0421526649,Žakarovce,699,348,49.79,351,50.21
SK0421543144,Hrišovce,285,133,46.67,152,53.33
SK0421543187,Jaklovce,1843,943,51.17,900,48.83
SK0421543233,Kluknava,1528,754,49.35,774,50.65
SK0421543241,Kojšov,697,344,49.35,353,50.65
SK0421543322,Margecany,1876,924,49.25,952,50.75
SK0421543365,Mníšek nad Hnilcom,1816,910,50.11,906,49.89
SK0421543373,Nálepkovo,3630,1803,49.67,1827,50.33
SK0421543497,Prakovce,3292,1582,48.06,1710,51.94
SK0421543501,Richnava,3171,1579,49.8,1592,50.2
SK0421543551,Smolnícka Huta,485,246,50.72,239,49.28
SK0421543560,Smolník,986,513,52.03,473,47.97
SK0421543632,Stará Voda,190,100,52.63,90,47.37
SK0421543659,Švedlár,2112,1049,49.67,1063,50.33
SK0421543683,Úhorná,141,75,53.19,66,46.81
SK0421543705,Veľký Folkmar,884,443,50.11,441,49.89
SK0422598119,Košice - mestská časť Kavečany,1346,656,48.74,690,51.26
SK0422598127,Košice - mestská časť Ťahanovce,2238,1096,48.97,1142,51.03
SK0422598151,Košice - mestská časť Sever,19123,9025,47.19,10098,52.81
SK0422598186,Košice - mestská časť Staré Mesto,20133,9493,47.15,10640,52.85
SK0422599875,Košice - mestská časť Sídlisko Ťahanovce,20863,10059,48.21,10804,51.79
SK0422599891,Košice - mestská časť Džungľa,750,384,51.2,366,48.8
SK0423598194,Košice - mestská časť Lorinčík,883,442,50.06,441,49.94
SK0423598208,Košice - mestská časť Pereš,2079,1027,49.4,1052,50.6
SK0423598216,Košice - mestská časť Myslava,2545,1238,48.64,1307,51.36
SK0423598224,Košice - mestská časť Západ,37738,17576,46.57,20162,53.43
SK0423599841,Košice - mestská časť Šaca,5722,2833,49.51,2889,50.49
SK0423599859,Košice - mestská časť Poľov,1192,593,49.75,599,50.25
SK0423599883,Košice - mestská časť Sídlisko KVP,22241,10807,48.59,11434,51.41
SK0423599972,Košice - mestská časť Luník IX,7037,3521,50.04,3516,49.96
SK0424598682,Košice - mestská časť Dargovských hrdinov,25234,12176,48.25,13058,51.75
SK0424599018,Košice - mestská časť Košická Nová Ves,2901,1473,50.78,1428,49.22
SK0425599093,Košice - mestská časť Barca,3692,1796,48.65,1896,51.35
SK0425599786,Košice - mestská časť Šebastovce,770,373,48.44,397,51.56
SK0425599794,Košice - mestská časť Krásna,5895,2948,50.01,2947,49.99
SK0425599816,Košice - mestská časť Nad jazerom,22686,10794,47.58,11892,52.42
SK0425599824,Košice - mestská časť Juh,21339,9882,46.31,11457,53.69
SK0425599913,Košice - mestská časť Vyšné Opátske,2633,1315,49.94,1318,50.06
SK0426518107,Hosťovce (Okres Košice - okolie),202,99,49.01,103,50.99
SK0426518115,Slančík,201,94,46.77,107,53.23
SK0426518123,Háj (Okres Košice - okolie),248,128,51.61,120,48.39
SK0426518140,Nižná Hutka,614,313,50.98,301,49.02
SK0426521141,Bačkovík,579,286,49.4,293,50.6
SK0426521159,Baška,713,349,48.95,364,51.05
SK0426521167,Belža,411,199,48.42,212,51.58
SK0426521175,Beniakovce,785,385,49.04,400,50.96
SK0426521183,Bidovce,1629,815,50.03,814,49.97
SK0426521191,Blažice,651,323,49.62,328,50.38
SK0426521205,Bohdanovce,1127,549,48.71,578,51.29
SK0426521213,Boliarov,980,498,50.82,482,49.18
SK0426521221,Budimír,1288,625,48.52,663,51.48
SK0426521248,Bukovec (Okres Košice - okolie),851,443,52.06,408,47.94
SK0426521256,Bunetice,89,46,51.69,43,48.31
SK0426521264,Buzica,1212,590,48.68,622,51.32
SK0426521272,Cestice,831,413,49.7,418,50.3
SK0426521281,Čakanovce (Okres Košice - okolie),688,343,49.85,345,50.15
SK0426521299,Čaňa,5864,2974,50.72,2890,49.28
SK0426521302,Čečejovce,2113,1048,49.6,1065,50.4
SK0426521311,Čižatice,414,205,49.52,209,50.48
SK0426521329,Debraď,409,208,50.86,201,49.14
SK0426521337,Drienovec,2366,1150,48.61,1216,51.39
SK0426521345,Družstevná pri Hornáde,2764,1362,49.28,1402,50.72
SK0426521353,Ďurďošík,667,312,46.78,355,53.22
SK0426521361,Ďurkov,1926,982,50.99,944,49.01
SK0426521370,Geča,1822,924,50.71,898,49.29
SK0426521388,Gyňov,669,334,49.93,335,50.07
SK0426521396,Hačava,203,105,51.72,98,48.28
SK0426521400,Haniska (Okres Košice - okolie),1494,731,48.93,763,51.07
SK0426521418,Herľany,286,139,48.6,147,51.4
SK0426521426,Hodkovce,339,164,48.38,175,51.62
SK0426521442,Hrašovík,383,182,47.52,201,52.48
SK0426521469,Hýľov,512,268,52.34,244,47.66
SK0426521477,Chrastné,632,319,50.47,313,49.53
SK0426521485,Janík,614,298,48.53,316,51.47
SK0426521493,Jasov,3535,1759,49.76,1776,50.24
SK0426521507,Kalša,724,369,50.97,355,49.03
SK0426521523,Kecerovce,3794,1926,50.76,1868,49.24
SK0426521540,Kecerovský Lipovec,113,56,49.56,57,50.44
SK0426521558,Kokšov-Bakša,1251,631,50.44,620,49.56
SK0426521566,Komárovce,405,201,49.63,204,50.37
SK0426521574,Košická Belá,986,500,50.71,486,49.29
SK0426521582,Košická Polianka,1030,470,45.63,560,54.37
SK0426521591,Košické Oľšany,1348,674,50,674,50
SK0426521604,Košický Klečenov,296,140,47.3,156,52.7
SK0426521612,Kráľovce,1149,585,50.91,564,49.09
SK0426521639,Kysak,1469,754,51.33,715,48.67
SK0426521655,Malá Ida,1701,843,49.56,858,50.44
SK0426521663,Malá Lodina,228,123,53.95,105,46.05
SK0426521671,Medzev,4107,2072,50.45,2035,49.55
SK0426521680,Mokrance,1367,670,49.01,697,50.99
SK0426521698,Moldava nad Bodvou,10305,5009,48.61,5296,51.39
SK0426521701,Mudrovce,65,30,46.15,35,53.85
SK0426521728,Nižná Kamenica,624,311,49.84,313,50.16
SK0426521736,Nižná Myšľa,1568,800,51.02,768,48.98
SK0426521744,Nižný Čaj,286,137,47.9,149,52.1
SK0426521752,Nižný Klátov,878,436,49.66,442,50.34
SK0426521761,Nižný Lánec,447,217,48.55,230,51.45
SK0426521779,Turnianska Nová Ves,308,144,46.75,164,53.25
SK0426521787,Nováčany,749,373,49.8,376,50.2
SK0426521795,Nová Polhora,504,260,51.59,244,48.41
SK0426521809,Nový Salaš,221,107,48.42,114,51.58
SK0426521817,Obišovce,471,241,51.17,230,48.83
SK0426521825,Olšovany,676,327,48.37,349,51.63
SK0426521833,Opátka,103,51,49.51,52,50.49
SK0426521841,Opiná,196,103,52.55,93,47.45
SK0426521850,Paňovce,589,285,48.39,304,51.61
SK0426521868,Peder,389,207,53.21,182,46.79
SK0426521876,Perín-Chym,1532,728,47.52,804,52.48
SK0426521884,Ploské (Okres Košice - okolie),952,491,51.58,461,48.42
SK0426521892,Poproč (Okres Košice - okolie),2681,1330,49.61,1351,50.39
SK0426521906,Rákoš (Okres Košice - okolie),359,186,51.81,173,48.19
SK0426521914,Rankovce,954,478,50.1,476,49.9
SK0426521922,Rešica,335,170,50.75,165,49.25
SK0426521931,Rozhanovce,2591,1282,49.48,1309,50.52
SK0426521949,Rudník (Okres Košice - okolie),608,317,52.14,291,47.86
SK0426521957,Ruskov,1572,796,50.64,776,49.36
SK0426521965,Sady nad Torysou,1964,950,48.37,1014,51.63
SK0426521973,Seňa,2170,1112,51.24,1058,48.76
SK0426521981,Skároš,1108,555,50.09,553,49.91
SK0426522007,Slanec,1489,737,49.5,752,50.5
SK0426522015,Slanská Huta,239,106,44.35,133,55.65
SK0426522023,Slanské Nové Mesto,464,241,51.94,223,48.06
SK0426522031,Sokoľ,1250,593,47.44,657,52.56
SK0426522040,Svinica,989,485,49.04,504,50.96
SK0426522066,Šemša,846,457,54.02,389,45.98
SK0426522074,Štós,737,375,50.88,362,49.12
SK0426522082,Trebejov,206,106,51.46,100,48.54
SK0426522091,Trsťany,302,150,49.67,152,50.33
SK0426522104,Trstené pri Hornáde,1471,742,50.44,729,49.56
SK0426522121,Vajkovce,941,484,51.43,457,48.57
SK0426522139,Valaliky,4475,2208,49.34,2267,50.66
SK0426522147,Veľká Ida,3911,1922,49.14,1989,50.86
SK0426522155,Veľká Lodina,318,163,51.26,155,48.74
SK0426522163,Vtáčkovce,1243,624,50.2,619,49.8
SK0426522171,Vyšná Hutka,508,255,50.2,253,49.8
SK0426522180,Vyšná Kamenica,331,166,50.15,165,49.85
SK0426522198,Vyšná Myšľa,957,466,48.69,491,51.31
SK0426522201,Vyšný Čaj,329,175,53.19,154,46.81
SK0426522210,Vyšný Klátov,470,245,52.13,225,47.87
SK0426522244,Zlatá Idka,392,206,52.55,186,47.45
SK0426522252,Žarnov,433,220,50.81,213,49.19
SK0426522261,Ždaňa,1383,724,52.35,659,47.65
SK0426559687,Kechnec,1137,566,49.78,571,50.22
SK0426559784,Turňa nad Bodvou,3700,1854,50.11,1846,49.89
SK0426559831,Bočiar,249,129,51.81,120,48.19
SK0426559865,Sokoľany,1361,672,49.38,689,50.62
SK0426559873,Dvorníky-Včeláre,512,252,49.22,260,50.78
SK0426559881,Zádiel,155,67,43.23,88,56.77
SK0426580252,Milhosť,392,204,52.04,188,47.96
SK0426582093,Vyšný Medzev,522,260,49.81,262,50.19
SK0426582514,Kostoľany nad Hornádom,1247,614,49.24,633,50.76
SK0426599310,Chorváty,103,56,54.37,47,45.63
SK0427513857,Budince,226,107,47.35,119,52.65
SK0427522279,Michalovce,36704,17657,48.11,19047,51.89
SK0427522287,Bajany,463,233,50.32,230,49.68
SK0427522295,Bánovce nad Ondavou,697,342,49.07,355,50.93
SK0427522368,Bracovce,931,461,49.52,470,50.48
SK0427522376,Budkovce,1498,747,49.87,751,50.13
SK0427522392,Čečehov,385,189,49.09,196,50.91
SK0427522406,Dúbravka,674,338,50.15,336,49.85
SK0427522414,Falkušovce,662,322,48.64,340,51.36
SK0427522431,Hatalov,731,372,50.89,359,49.11
SK0427522449,Hažín,482,230,47.72,252,52.28
SK0427522465,Hnojné,232,122,52.59,110,47.41
SK0427522481,Horovce (Okres Michalovce),872,415,47.59,457,52.41
SK0427522511,Iňačovce,825,411,49.82,414,50.18
SK0427522546,Jastrabie pri Michalovciach,297,147,49.49,150,50.51
SK0427522562,Jovsa,838,426,50.84,412,49.16
SK0427522571,Kačanov,506,247,48.81,259,51.19
SK0427522589,Kaluža,442,230,52.04,212,47.96
SK0427522597,Klokočov (Okres Michalovce),409,187,45.72,222,54.28
SK0427522635,Zemplínske Kopčany,486,254,52.26,232,47.74
SK0427522651,Krásnovce,640,314,49.06,326,50.94
SK0427522686,Kusín,345,169,48.99,176,51.01
SK0427522694,Lastomír,1248,590,47.28,658,52.72
SK0427522708,Laškovce,745,387,51.95,358,48.05
SK0427522724,Lesné,451,219,48.56,232,51.44
SK0427522732,Ložín,829,405,48.85,424,51.15
SK0427522741,Lúčky (Okres Michalovce),603,283,46.93,320,53.07
SK0427522759,Malčice,1482,755,50.94,727,49.06
SK0427522767,Malé Raškovce,222,107,48.2,115,51.8
SK0427522783,Markovce,1058,525,49.62,533,50.38
SK0427522791,Moravany,1031,514,49.85,517,50.15
SK0427522805,Nacina Ves,1808,908,50.22,900,49.78
SK0427522848,Oreské (Okres Michalovce),492,248,50.41,244,49.59
SK0427522864,Palín,865,422,48.79,443,51.21
SK0427522872,Pavlovce nad Uhom,4620,2282,49.39,2338,50.61
SK0427522881,Petrikovce,191,96,50.26,95,49.74
SK0427522902,Petrovce nad Laborcom,1065,541,50.8,524,49.2
SK0427522945,Poruba pod Vihorlatom,606,285,47.03,321,52.97
SK0427522961,Pozdišovce,1334,646,48.43,688,51.57
SK0427522988,Pusté Čemerné,366,176,48.09,190,51.91
SK0427522996,Rakovec nad Ondavou,1015,472,46.5,543,53.5
SK0427523054,Senné (Okres Michalovce),737,383,51.97,354,48.03
SK0427523062,Slavkovce,705,366,51.91,339,48.09
SK0427523071,Sliepkovce,760,375,49.34,385,50.66
SK0427523097,Staré,755,351,46.49,404,53.51
SK0427523101,Strážske,4277,2142,50.08,2135,49.92
SK0427523119,Stretava,699,351,50.21,348,49.79
SK0427523127,Stretavka,156,88,56.41,68,43.59
SK0427523135,Suché,407,186,45.7,221,54.3
SK0427523151,Šamudovce,620,327,52.74,293,47.26
SK0427523186,Trhovište,2090,1024,49,1066,51
SK0427523194,Trnava pri Laborci,586,283,48.29,303,51.71
SK0427523208,Tušice,668,325,48.65,343,51.35
SK0427523216,Tušická Nová Ves,524,262,50,262,50
SK0427523241,Zalužice,1186,572,48.23,614,51.77
SK0427523259,Vinné,1965,940,47.84,1025,52.16
SK0427523275,Voľa,261,131,50.19,130,49.81
SK0427523283,Vrbnica,1194,597,50,597,50
SK0427523291,Vysoká nad Uhom,786,392,49.87,394,50.13
SK0427523348,Závadka (Okres Michalovce),456,219,48.03,237,51.97
SK0427523356,Zbudza,535,276,51.59,259,48.41
SK0427523364,Zemplínska Široká,982,486,49.49,496,50.51
SK0427523372,Žbince,1022,509,49.8,513,50.2
SK0427528137,Beša (Okres Michalovce),378,192,50.79,186,49.21
SK0427528277,Čičarovce,902,449,49.78,453,50.22
SK0427528307,Čierne Pole,336,173,51.49,163,48.51
SK0427528331,Drahňov,1578,809,51.27,769,48.73
SK0427528391,Ižkovce,91,46,50.55,45,49.45
SK0427528404,Kapušianske Kľačany,937,437,46.64,500,53.36
SK0427528463,Krišovská Liesková,924,482,52.16,442,47.84
SK0427528579,Maťovské Vojkovce,705,356,50.5,349,49.5
SK0427528633,Oborín,692,345,49.86,347,50.14
SK0427528692,Ptrukša,461,222,48.16,239,51.84
SK0427528714,Ruská,609,293,48.11,316,51.89
SK0427543853,Veľké Kapušany,8799,4188,47.6,4611,52.4
SK0427543870,Veľké Raškovce,287,150,52.26,137,47.74
SK0427543888,Veľké Slemence,588,303,51.53,285,48.47
SK0427543942,Vojany,920,452,49.13,468,50.87
SK0428514578,Bretka,396,191,48.23,205,51.77
SK0428514748,Gemerská Panica,591,286,48.39,305,51.61
SK0428525529,Rožňava,17569,8296,47.22,9273,52.78
SK0428525537,Ardovo,158,84,53.16,74,46.84
SK0428525545,Betliar,923,479,51.9,444,48.1
SK0428525553,Bohúňovo,282,141,50,141,50
SK0428525561,Bôrka,616,301,48.86,315,51.14
SK0428525570,Brdárka,63,24,38.1,39,61.9
SK0428525596,Čierna Lehota (Okres Rožňava),608,317,52.14,291,47.86
SK0428525600,Čoltovo,477,235,49.27,242,50.73
SK0428525618,Dedinky,237,111,46.84,126,53.16
SK0428525626,Dlhá Ves,522,250,47.89,272,52.11
SK0428525634,Dobšiná,5102,2559,50.16,2543,49.84
SK0428525642,Drnava,710,347,48.87,363,51.13
SK0428525651,Gemerská Hôrka,1288,613,47.59,675,52.41
SK0428525669,Gemerská Poloma,1945,968,49.77,977,50.23
SK0428525693,Gočaltovo,228,113,49.56,115,50.44
SK0428525707,Gočovo,316,157,49.68,159,50.32
SK0428525715,Hanková,83,42,50.6,41,49.4
SK0428525723,Henckovce,397,211,53.15,186,46.85
SK0428525731,Honce,336,171,50.89,165,49.11
